Quality Angle(degree) Distance(mm)
15 358.75 226.75
15 359.15625 227.25
15 300.390625 1081.0
15 301.859375 1023.25
15 303.28125 1007.5
15 304.828125 933.5
15 311.53125 1158.0
15 314.09375 1476.5
15 322.5625 281.0
11 346.234375 233.5
13 346.5625 234.0
14 348.171875 231.75
15 349.671875 230.25
15 350.34375 228.75
15 352.640625 228.5
15 353.078125 228.5
15 355.65625 228.0
15 356.78125 227.25
